Catégories,Sous-catégories,Produits ,Alternatives,Descriptions ,Où trouver,Liens,Lien de l'image,Filtre
Cuisine,Conservation,Boîte de conservation plastique,Boîte de conservation en Inox ,"Tu cherches à remplacer tes boites de conservation en plastique ? Les boites de conservation en Inox ont de nombreuses qualités : éco-responsables, incassables, lavables au lave-vaisselle et elles passent même au four traditionnel ! Malgré leur allergie aux micro-ondes, elles ont un look d'enfer !","Sur la Boutique Zéro Déchet, tu peux retrouver de super boîtes de conservation en Inox !",https://www.boutiquezerodechet.com/49-recipients-zero-dechet,https://www.outmore.dk/img/shopid/7/varer/1200/madkasse-solo-rectangle-0705105013091-rt1.jpg,En ligne
Cuisine,Conservation,Boîte de conservation plastique,Boîte de conservation en Verre,"Les boîtes de conservation en verre sont éco-responsables et multi-usages. Tu peux conserver, transporter tes aliments (comme pour les boîtes en inox, et en bambou) mais également réchauffer tes petits plats. Leur secret ? Elles passent au lave-vaiselle, au four, et même aux micro-ondes. ",Des boîtes de conservation en verre sont disponibles sur Greenweez !,https://www.greenweez.com/boites-en-verre-c2179,https://img-s1.onedio.com/id-5e445fd97cf13e81245807a2/rev-0/w-635/f-jpg-webp/s-4278908c95f3114d5c8452965392bed9a45d08e6.webp,En ligne
Cuisine,Conservation,Boîte de conservation plastique,Boîte de conservation en Verre,"Avec l'élégance du verre, ces boîtes de conservations te permettent de conserver, transporter et réchauffer tes délicieuses créations culinaires ! En fait, elles sont éco-responsables et multi-usages ! Leur seul défaut ? Elles ne peuvent pas servir de boule de cristal !","Si tu veux devenir vert avec ces boites en verre, ce n'est pas ici, sur la Boutique Zéro Déchet !",https://www.boutiquezerodechet.com/maison-zero-dechet/184-boite-hermetique-en-verre.html,https://blog.but.fr/wp-content/uploads/2019/07/04-contenance-boite-hermetique.jpg,En ligne
Cuisine,Conservation,Boîte de conservation plastique,Boîte de conservation en Verre,"Qui peut résister durablement au lave-vaisselle, au four et aux micro-ondes ? Ce sont les boites de conservation en verre ! Avec, tu pourras conserver, transporter et réchauffer tes petits plats. En fait, il nous suffit juste de te dire qu'elles sont éco-responsables et (vraiment) multi-usages, et tu sais tout !",N'hésite pas et va jeter un oeil sur Sans BPA !,https://www.sans-bpa.com/961-boites-verre,https://images-na.ssl-images-amazon.com/images/I/91ggQAgoHcL._AC_SL1500_.jpg,En ligne
Cuisine,Cuisson,Casserole,Casserole en Inox ,"Les casseroles en Inox te permettent de cuire tes aliments de manière plus saine et de réduire ton impact écologique. En effet, elles sont dépourvues de revêtements anti-adhésif qui sont toxiques pour la santé et pour l'environnement. Les casseroles en Inox sont très résistantes et faciles à nettoyer.  ",Les casseroles en Inox sont disponibles sur Un Coq Dans La Transat.,https://uncoqdansletransat.fr/65-casseroles-poeles-faitouts,https://amelioretasante.com/wp-content/uploads/2018/07/casseroles-nettoyer.jpg,En ligne
Cuisine,Cuisson,Casserole,Casserole en Inox ,"Une casserole en inox est naturellement anti-adhésive grâce à sa matière. Ainsi tu peux éviter d'acheter des casseroles contenant des produits anti-adhésifs nocifs pour la santé. De plus, l'inox est un matériau solide et durable. Cette option semble être la meilleure pour l'environnement.",Tu peux trouver toutes les références de casseroles sur le site Cristel !,https://www.cristel.com/,https://www.cristel.com/ressources/produits/photos/zoom_cxxqmp2.jpg,En ligne 
Cuisine,Cuisson,Poêle,Poêle en fonte ,Les poêles en fonte sont incassables. L'absence de revêtement anti-adhésif permet une durabilité et une cuisine plus saine. ,Les poêles en fonte sont disponibles sur Staub Online.,https://www.staub-online.com/content/staub/fr/fr/categories/fonte.html,https://www.collinishop.it/media/catalog/product/cache/all/image/1800x/040ec09b1e35df139433887a97daa66f/s/t/staub-pan_2.jpg,En ligne
Cuisine,Cuisson,Poêle,Poêle en inox ,"Les poêles en Inox permettent de cuire tes aliments sainement tout en réduisant ton impact écologique. Leurs secrets ? Elles sont dépourvues de revêtements anti-adhésif qui sont toxiques toi et la planète. De plus, elles sont très résistantes et faciles à nettoyer.  ",Des poêles en inox sont disponibles chez Cristel (le site web et pas ton amie du même nom) !,https://www.cristel.com/,https://cdn4.lacasserolerie.com/I-Grande-24448-castel-pro-mini-poele-creuse-sautoir-inox-cristel-d12.net.jpg,En ligne 
Cuisine,Cuisson,Poêle,Poêle en inox ,"Comment cuisiner sainement et protéger la planète en même temps ? Tout simplement, avec les poêles en Inox. Dépourvues de revêtements toxiques, les poêles en Inox sont très résistantes et faciles à entretenir !","Pour découvrir ces poêles en inox chez un Coq dans le Transat, c'est juste ici !",https://uncoqdansletransat.fr/65-casseroles-poeles-faitouts,https://www.vita.gr/wp-content/uploads/2019/09/shutterstock_164132069.jpg,En ligne
Cuisine,Cuisson,Cocotte minute,Cocote minute garantie à vie en fonte,Les cocottes en fonte sont incassables. L'absence de revêtement permet une durabilité et une cuisine plus saine. Certaines restent même dans les familles pendant plusieurs générations ! ,"Sur Le Creuset, tu peux trouver en un clic ce type de Cocottes Minute !",https://www.lecreuset.fr/recherche-par-materiel/fonte-emaillee/shopby/,https://www.lecreuset.co.za/blog/wp-content/uploads/2019/12/hex.jpg,En ligne
Cuisine,Cuisson,Cocotte minute,Cocote minute garantie à vie en fonte,"Les cocottes en fonte ont de nombreux super-pouvoirs ! En effet, elles sont incassables, durables et permettent une cuisine plus saine. Votre cocotte en fonte deviendra bientôt un membre à part entière de la famille !",Tu n'as plus une minute à perdre pour en savoir plus ! Cours par ici sur Staub Online !,https://www.staub-online.com/content/staub/fr/fr/categories/fonte.html,https://kissmychef.com/wp-content/uploads/2020/07/STAUB-Cocotte-de-la-mer-4.jpg,En ligne
Cuisine,Cuisson,Papier cuisson,Papier cuisson 100% compostable,"Le papier cuisson 100% compostable n'a subi aucun traitement chimique. C'est cool pour ta santé et pour la planète. Le + c'est qu'il ne change rien à l'utilisation classique du papier cuisson, il est tout aussi résistant à la chaleur mais il peut aussi servir pour emballer les aliments : fromage, charcuterie, légume.... ! ",Greenweez te propose une recharche de papier cuisson écologique.,https://www.greenweez.com/ah-table-recharge-papier-cuisson-ecologique-39cm-x-15m-p26533?term=,https://img.cuisineaz.com/680x357/2019-06-12/i147575-papier-sulfurise.jpeg,En ligne
Cuisine,Cuisson,Papier cuisson,Papier cuisson 100% compostable,"Ce papier cuisson, peut aussi bien aller au four, que servir à emballer tes aliments, tout en étant biodégradable. Il est non-blanchi et n'a reçu aucun traitement. C'est un bien pour toi et ta planète.","Retrouve ce rouleau de papier sur ""toutallantvert"".",https://www.toutallantvert.com/papier-sulfurise-four-et-cuisson-ecologique-compostable-et-recyclable-p-70.html,https://cdn.teb21.com/thumb/1280/028/what-is-parchment-paper.webp,En ligne
Cuisine,Cuisson,Moules à cuisson,Silicone,Privilégiez des moules à cuisson en silicone permet de garantir une durabilité et donc de réduire son impact écologique. ,Les moules en silicone sont disponibles sur Debuyer !,https://www.debuyer.com/fr/products/moules-souples,https://images-na.ssl-images-amazon.com/images/I/71OBRcvW6gL._SX679_.jpg,En ligne
Cuisine,Ustensile,Pailles,Pailles en Bambou,"Progressivement interdites dans de nombreux pays, les pailles en plastiques asphyxient nos océans. Alors, pour boire ton cocktail préférée (sans alcool) sur la plage, tu peux opter pour ses incroyables pailles réutilisables en bambou !","Maison du Monde te propose ses pailles en bambou, juste ici !",https://www.maisonsdumonde.com/FR/fr/p/pailles-en-bambou-x6-205423.htm,https://image.made-in-china.com/2f0j00tIsGehMzAnkZ/Natural-Bamboo-Straw-Eco-Friendly-Product-for-Drinking.webp,En ligne 
Cuisine,Ustensile,Batteur Electrique,Batteur à Manivelle,"Pour remplacer ton batteur électrique (qui t'a peut-être encore lâché), nous te proposons le batteur à manivelle. Il est durable, réparable (presque à l'infini) et sans batterie. Et si un orage coupe l'électricité chez toi, tu peux toujours faire ton gâteau préféré !","Nous te proposons le modèle en inox et à manivelle chez Greenweez, juste ici !",https://www.greenweez.com/lacor-batteur-melangeur-a-manivelle-inox-p17364?gclid=Cj0KCQiAqNPyBRCjARIsAKA-WFxmBgb1TV1H7bEiS35k08HLazc3BqTyOAtzhFOEHfFITmv1f8dScR4aArbfEALw_wcB,https://images-na.ssl-images-amazon.com/images/I/71f9HFQccWL._SL1500_.jpg,En ligne
Cuisine,Electroménager,Cafetière,Cafetière italienne,"La cafetière italienne est la cafetière la plus durable et éco-responsable. Pas besoin de filtres et encore moins de dosettes qui sont nocifs pour la planète. Si l'on choisit la bonne cafetière, sa durée de vie est incroyable !","Pour découvrir ces cafetières italiennes chez Famille au Naturel, c'est juste ici !",https://familleaunaturel.com/cafetiere-ecologique/,https://www.suite101.fr/wp-content/uploads/2019/12/cafetiere-italienne.jpg,En ligne
Cuisine,Electroménager,Cafetière,Cafetière à piston,"La cafetière à piston est dénuée de filtre et est également dotée d’une durée de vie sympathique. En effet, il s’agit d’une cafetière manuelle avec un goût restituant les arômes du café et fonctionnant avec du café en grains. Facile à utiliser, elle possède aussi un excellent rapport qualité-prix puisqu’il s’agit sûrement de la catégorie de cafetières la moins chère que tu peux trouver actuellement sur le marché. Ça, c'est une nouvelle qui fait plaisir au palais et au porte-monnaie !","Sur Famille au Naturel, tu peux en savoir plus en un clic sur ce type de cafetière à piston !",https://familleaunaturel.com/cafetiere-ecologique/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ__mfLxoH4Ud6xrpSDLzUFYZURdz75Bh82ow&usqp=CAU,En ligne
Cuisine,Electroménager,Bouilloire,Bouilloire éco-responsable,"En théorie, c’est la bouilloire qui a la meilleure efficacité énergétique. En effet, la bouilloire est particulièrement efficace, car elle est spécifiquement conçue pour chauffer l’eau : ses résistances sont très proches du réservoir d’eau, et de ce fait elle la réchauffe très rapidement.",Les bouilloires les moins énergivores sont sur Greenweez.,https://www.greenweez.com/bouilloires-et-theieres-c735,https://assets.afcdn.com/story/20181218/1323110_w1500h1125c1cx750cy750.jpg,En ligne
